,lcl|AY377731_Cocculina_messingi_Unknown,lcl|AY923910_Cocculina_messingi_Unknown,lcl|EU530108_Cocculina_messingi_Unknown,lcl|GQ160744_Cocculina_subcompressa_Solomon,lcl|GQ160745_Cocculina_sp_Vanuatu,lcl|MK291078_C_cf_japonica_PapuaNewGuinea,lcl|MN539277_Cocculina_enigmadonta_WeddellSea,lcl|MN539278_Cocculina_enigmadonta_WeddellSea,lcl|MN539279_Cocculina_enigmadonta_WeddellSea,lcl|MN539280_Cocculina_enigmadonta_WeddellSea,lcl|MN539281_Cocculina_enigmadonta_WeddellSea,lcl|OL800715_C_subcompressa_PapuaNewGuinea,lcl|OL800720_C_subcompressa_Vanuatu,lcl|OL800721_C_subcompressa_Solomon,lcl|OL800722_Cocculina_sp_Solomon,lcl|OL800724_Cocculina_subcompressa_NewCaldonia,lcl|OL800726_Cocculina_subcompressa_Vanuatu,lcl|OL800730_Cocculina_subcompressa_Philippines,lcl|OL800731_Cocculina_subcompressa_Vanuatu,lcl|OL800739_Cocculina_subcompressa_Solomon,lcl|OL800741_Cocculina_sp_Solomon,lcl|OL800742_Cocculina_sp_Solomon,lcl|OL800743_Cocculina_sp_Solomon,lcl|OL800749_Cocculina_ovata_Philippines,lcl|OL800753_Cocculina_sp_Philippines,lcl|OL800754_Cocculina_ovata_PapuaNewGuinea,lcl|OL800755_Cocculina_ovata_PapuaNewGuinea,lcl|OL800758_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800759_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800761_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800762_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800763_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800765_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800766_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800774_Cocculina_subcompressa_NewCaledonia,lcl|OL800775_Cocculina_subcompressa_NewCaledonia,lcl|OL800777_Cocculina_subcompressa_NewCaledonia,lcl|OL800787_Cocculina_subcompressa_Vanuatu,lcl|OL800788_Cocculina_sp_Vanuatu,lcl|OL800811_Cocculina_sp_Solomon,lcl|OL800837_Cocculina_subcompressa_Solomon,lcl|OL800846_Cocculina_sp_Vanuatu,lcl|OL800852_Cocculina_subcompressa_Vanuatu,lcl|OL800853_Cocculina_subcompressa_Vanuatu,lcl|OL800854_Cocculina_subcompressa_Vanuatu,lcl|OL800857_Cocculina_sp_Vanuatu,lcl|OL800858_Cocculina_sp_Vanuatu,lcl|OL800859_Cocculina_sp_Vanuatu,lcl|OL800866_Cocculina_sp_Vanuatu,lcl|OL800867_Cocculina_sp_Vanuatu,lcl|OL800868_Cocculina_sp_Vanuatu,lcl|OL800869_Cocculina_sp_Vanuatu,lcl|OL800880_Cocculina_sp_PapuaNewGuinea,lcl|OL800881_Cocculina_sp_PapuaNewGuinea,lcl|OL800900_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800901_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800902_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800904_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800906_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800907_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800921_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800922_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800923_Cocculina_sp_PapuaNewGuinea,lcl|OL800924_Cocculina_sp_PapuaNewGuinea,lcl|OL800930_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL800931_Cocculina_sp_PapuaNewGuinea,lcl|OL800935_Cocculina_ovata_PapuaNewGuinea,lcl|OL800936_Cocculina_ovata_PapuaNewGuinea,lcl|OL800937_Cocculina_ovata_PapuaNewGuinea,lcl|OL800955_Cocculina_ovata_Philippines,lcl|OL800956_Cocculina_ovata_Philippines,lcl|OL800957_Cocculina_ovata_Philippines,lcl|OL800958_Cocculina_ovata_Philippines,lcl|OL800965_Cocculina_sp_Madagascar,lcl|OL800967_Cocculina_subcompressa_NewCaledonia,lcl|OL800968_Cocculina_subcompressa_NewCaledonia,lcl|OL800970_Cocculina_subcompressa_Solomon,lcl|OL800971_Cocculina_subcompressa_Solomon,lcl|OL800975_Cocculina_subcompressa_Solomon,lcl|OL800976_Cocculina_subcompressa_Solomon,lcl|OL800977_Cocculina_subcompressa_Solomon,lcl|OL800978_Cocculina_subcompressa_Solomon,lcl|OL800979_Cocculina_subcompressa_Solomon,lcl|OL800980_Cocculina_subcompressa_Solomon,lcl|OL800987_Cocculina_subcompressa_Solomon,lcl|OL800988_Cocculina_sp_Solomon,lcl|OL800989_Cocculina_subcompressa_Solomon,lcl|OL800991_Cocculina_subcompressa_Solomon,lcl|OL800992_Cocculina_subcompressa_Solomon,lcl|OL800993_Cocculina_subcompressa_Solomon,lcl|OL800994_Cocculina_subcompressa_Solomon,lcl|OL800995_Cocculina_subcompressa_Solomon,lcl|OL800996_Cocculina_subcompressa_Solomon,lcl|OL800997_Cocculina_subcompressa_Solomon,lcl|OL800998_Cocculina_subcompressa_Solomon,lcl|OL801001_Cocculina_ovata_PapuaNewGuinea,lcl|OL801002_Cocculina_ovata_PapuaNewGuinea,lcl|OL801003_Cocculina_ovata_PapuaNewGuinea,lcl|OL801005_Cocculina_sp_Madagascar,lcl|OL801007_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801037_Cocculina_ovata_PapuaNewGuinea,lcl|OL801038_Cocculina_ovata_PapuaNewGuinea,lcl|OL801039_Cocculina_ovata_PapuaNewGuinea,lcl|OL801040_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801044_Cocculina_ovata_PapuaNewGuinea,lcl|OL801045_Cocculina_ovata_PapuaNewGuinea,lcl|OL801048_Cocculina_ovata_PapuaNewGuinea,lcl|OL801086_Cocculina_subcompressa_Vanuatu,lcl|OL801087_Cocculina_sp_Vanuatu,lcl|OL801088_Cocculina_sp_Vanuatu,lcl|OL801089_Cocculina_sp_Vanuatu,lcl|OL801091_Cocculina_sp_Vanuatu,lcl|OL801092_Cocculina_ovata_Philippines,lcl|OL801093_Cocculina_ovata_Philippines,lcl|OL801094_Cocculina_ovata_Philippines,lcl|OL801095_Cocculina_ovata_Philippines,lcl|OL801099_Cocculina_ovata_Philippines,lcl|OL801100_Cocculina_ovata_Philippines,lcl|OL801101_Cocculina_ovata_Philippines,lcl|OL801104_Cocculina_ovata_Philippines,lcl|OL801105_Cocculina_ovata_Philippines,lcl|OL801106_Cocculina_ovata_Philippines,lcl|OL801108_Cocculina_ovata_Philippines,lcl|OL801109_Cocculina_ovata_Philippines,lcl|OL801110_Cocculina_ovata_Philippines,lcl|OL801115_Cocculina_sp_Solomon,lcl|OL801116_Cocculina_sp_Solomon,lcl|OL801117_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801120_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801127_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801128_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801137_Cocculina_subcompressa_PapuaNewGuinea,lcl|OL801147_Cocculina_rathbuni_Caribbean,lcl|OL801148_Cocculina_rathbuni_Caribbean,lcl|OL801149_Cocculina_rathbuni_Caribbean,lcl|OL801150_Cocculina_rathbuni_Caribbean,lcl|OL801151_Cocculina_rathbuni_Caribbean,lcl|OL801209_Cocculina_sp_Vanuatu,lcl|ON873626_Cocculina_sp_ArcticOcean,lcl|ON873627_Cocculina_sp_ArcticOcean,lcl|ON873628_Cocculina_sp_ArcticOcean,Pyro10_MB2-HCO2198,pyro1-LCO1490_EC5752_QueposSeep_AD4923
lcl|AY377731_Cocculina_messingi_Unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|AY923910_Cocculina_messingi_Unknown,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|EU530108_Cocculina_messingi_Unknown,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|GQ160744_Cocculina_subcompressa_Solomon,0.188931298,0.188931298,0.188931298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|GQ160745_Cocculina_sp_Vanuatu,0.244609164,0.244609164,0.244609164,0.186193794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|MK291078_C_cf_japonica_PapuaNewGuinea,0.264017033,0.264017033,0.264017033,0.225255973,0.252631579,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|MN539277_Cocculina_enigmadonta_WeddellSea,0.219414894,0.219414894,0.219414894,0.18943299,0.219414894,0.289473684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|MN539278_Cocculina_enigmadonta_WeddellSea,0.22459893,0.22459893,0.22459893,0.196753247,0.22459893,0.298672566,0.009375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|MN539279_Cocculina_enigmadonta_WeddellSea,0.222,0.222,0.222,0.194300518,0.222,0.295588235,0.007796258,0.001546392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|MN539280_Cocculina_enigmadonta_WeddellSea,0.222,0.222,0.222,0.191860465,0.222,0.289473684,0.009375,0.012552301,0.010960334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|MN539281_Cocculina_enigmadonta_WeddellSea,0.219414894,0.219414894,0.219414894,0.191860465,0.222,0.292521994,0.004658385,0.007796258,0.006224066,0.007796258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800715_C_subcompressa_PapuaNewGuinea,0.186548223,0.186548223,0.186548223,0.001525165,0.188571429,0.222600408,0.187017995,0.194300518,0.191860465,0.18943299,0.18943299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800720_C_subcompressa_Vanuatu,0.188235294,0.188235294,0.188235294,0.00952381,0.190694626,0.217332431,0.184434271,0.191825972,0.189349112,0.186885246,0.186885246,0.007919747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800721_C_subcompressa_Solomon,0.188235294,0.188235294,0.188235294,0.00952381,0.190694626,0.217332431,0.184434271,0.191825972,0.189349112,0.186885246,0.186885246,0.007919747,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800722_Cocculina_sp_Solomon,0.234567901,0.234567901,0.234567901,0.171373556,0.221244926,0.258292167,0.227926078,0.236024845,0.233310392,0.230610844,0.227926078,0.169014085,0.173745174,0.173745174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800724_Cocculina_subcompressa_NewCaldonia,0.188235294,0.188235294,0.188235294,0.001570681,0.188235294,0.222600408,0.186885246,0.194315929,0.191825972,0.189349112,0.189349112,0,0.007919747,0.007919747,0.169014085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800726_Cocculina_subcompressa_Vanuatu,0.184434271,0.184434271,0.184434271,0.007944915,0.196428571,0.218793829,0.19123506,0.198795181,0.196261682,0.193741678,0.193741678,0.006342495,0.001624256,0.001624256,0.171201062,0.00653951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lcl|OL800730_Cocculina_subcompressa_Philippines,0.184434271,0.184434271,0.184434271,0.007944915,0.196428571,0.218793829,0.19123506,0.198795181,0.196261682,0.193741678,0.193741678,0.006342495,0.001624256,0.001624256,0.171201062,0.00653951,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
